id,page,x,y,caption
img_432,311,320.88,448.64,Major clinical manifestations of sickle cell disease.
img_433,312,48.0,42.0,"Sickle cell anaemia. PBF shows crescent shaped elongated red blood cells, a few target cells and a few erythroblasts."
img_434,313,313.2,454.28,Pathogenesis of b-thalassaemia major.
img_436,315,54.36,42.0,Major clinical features of b-thalassaemia major.
img_437,315,48.0,535.2,Peripheral blood film findings in b-thalassaemia major.
img_438,316,312.0,42.0,"Bone marrow trephine biopsy in aplastic anaemia contrasted against normal cellular marrow. A, normal marrow biopsy shows about 50% fatty spaces and about 50% is haematopoietic marrow which contains a heterogeneous mixture of myeloid, erythroid and lymphoid cells. B, In aplastic anaemia, the biopsy shows suppression of myeloid and erythroid cells and replacement of haematopoietic elements by fat. There are scanty foci of cellular components composed chiefly of lymphoid cells."
img_439,316,51.01,554.4,Osmotic fragility testing b-thalassaemia major showing decreased fragility.
img_445,321,61.32,518.9,Thrombopoiesis.
img_446,322,53.88,42.24,"Main events in primary haemostasis—platelet adhesion, release (activation) and aggregation."
img_447,322,323.16,41.76,Molecular mechanisms in platelet adhesion and release reaction (Gp = glycoprotein).
img_448,322,322.92,561.86,The haemostatic balance.
img_450,324,54.6,42.24,"Pathways of blood coagulation, fibrinolytic system and participation of platelets in activation of the cascade and their role in haemostatic plug formation."
img_456,332,48.0,43.2,The pathogenesis of disseminated intravascular coagulation.
img_463,338,55.34,42.0,"Normal lymph node. A, The anatomic structure and functional zones of a lymph node. B, Maturation of lymphoid cells in the follicle."
img_464,339,48.0,42.7,"Reactive lymphadenitis, follicular hyperplasia type."
img_465,339,312.0,42.7,"Reactive lymphadenitis, sinus histiocytosis type."
img_467,341,48.0,42.0,"Granulopoiesis and the cellular compartments of myeloid cells in the bone marrow, blood and tissues."
img_468,342,47.76,615.6,The formation of lymphoid series of cells.
img_469,343,48.0,42.0,Morphology of normal mature leucocytes in peripheral blood.
img_470,344,48.09,42.0,Common variations in neutrophil morphology.
img_471,346,108.84,417.3,"The role of EBV in the pathogenesis of infectious mononucleosis, nasopharyngeal carcinoma and Burkitt’s lymphoma."
img_472,347,312.1,42.0,Peripheral blood film showing atypical lymphocytes in infectious mononucleosis.
img_473,348,48.2,42.49,"Leukaemoid reaction. A, Peripheral blood film showing marked neutrophilic leucocytosis accompanied with late precursors of myeloid series. B, Neutrophil (or leucocyte) alkaline phosphatase (NAP or LAP) activity is higher as demonstrated by this cytochemical stain."
img_476,351,47.4,42.0,The Philadelphia (Ph) chromosome. There is reciprocal translocation of the part of the long arms of chromosome 22 to the long arms of chromosome 9 written as t(9;22).
img_477,352,47.74,42.0,Maturation stages of myeloid cells in relation to corresponding types of myeloid neoplasms.
img_478,354,48.0,42.0,PBF findings in chronic myeloid leukaemia (CML).
img_480,358,48.0,42.24,PBF findings in a case of acute myeloblastic leukaemia (AML).
img_485,366,48.0,42.0,Microscopic features of 4 forms of Hodgkin’s disease of lymph node. The inset on right side of each type shows the morphologic variant of RS cell seen more often in particular histologic type.
img_486,367,48.0,42.6,"RS cells showing positive immunostaining for CD15, a B-cell marker."
img_487,367,48.0,516.0,"Hodgkin’s disease. A, Nodular sclerosis type. There are bands of collagen forming nodules and characteristic lacunar RS cells (inbox in left figure). B, Mixed cellularity type. There is admixture of mature lymphocytes, plasma cells, neutrophils and eosinophils and classic RS cells in the centre of the field (inbox in right figure)."
img_489,369,48.42,535.75,"PBF findings in acute lymphoblastic leukaemia (ALL). The cells are large, with round to convoluted nuclei having high N/C ratio and no cytoplasmic granularity. A few degenerated cells (smear cells) are also seen."
img_491,371,47.97,521.8,PBF in chronic lymphocytic leukaemia (CLL). There is large excess of mature and small differentiated lymphocytes and some degenerated forms appearing as bare smudged nuclei.
img_493,374,48.0,42.6,Burkitt’s lymphoma. The tumour shows uniform cells having high mitotic rate. Scattered among the tumour cells are benign macro- phages surrounded by a clear space giving ‘starry sky’ appearance.
img_495,375,48.04,42.0,"Hairy cell leukaemia. A, Peripheral blood shows presence of a leukaemic cells with hairy cytoplasmic projections. B, Trephine biopsy shows replacement of marrow spaces with abnormal mononuclear cells."
img_496,376,311.76,42.0,Metastatic carcinomatous deposits in the matted mass of lymph nodes. There are areas of necrosis in the circumscribed nodular areas.
img_499,378,57.96,42.0,The major sites of lesions in multiple myeloma.
img_500,379,48.0,42.0,"Bone marrow aspirate in myeloma showing numerous plasma cells, many with abnormal features."
img_503,382,48.0,43.2,"Langerhans cell histiocytosis—eosinophilic granuloma. A, Bone biopsy shows presence of infiltrate by collections of histio- cytes having vesicular nuclei admixed with eosinophils. B, Immuno- histochemical stain with S-100 shows cytoplasmic and nuclear positivity."
img_506,384,91.44,42.0,CVC spleen (Congestive splenomegaly). Sectioned surface shows that the spleen is heavy and enlarged in size. The colour of sectioned surface is grey-tan.
img_511,386,312.0,532.01,The structure of a medium-sized muscular artery.
img_515,389,48.0,42.0,Mönckeberg’s arteriosclerosis (medial calcific sclerosis). There is calcification exclusively in the tunica media unassociated with any significant inflammation.
img_520,395,48.12,532.23,Histologic appearance of a fully-developed atheroma.
img_521,396,319.56,43.49,Major sites of atherosclerosis (serially numbered) in descending order of frequency.
img_524,397,48.0,41.4,Major forms of symptomatic atherosclerotic disease.
img_525,398,312.0,42.0,"Syphilitic aortitis. There is endarteritis and periarteritis of the vasa vasorum in the media and adventitia. There is perivascular infiltrate of plasma cells, lymphocytes and macrophages."
img_526,399,312.0,495.71,Leucocytoclastic vasculitis. The vessel wall shows fibrinoid necrosis surrounded by viable as well as fragmented neutrophils.
img_527,401,47.76,516.0,Buerger’s disease (Thromboangiitis obliterans). There is acute panarteritis. The lumen is occluded by a thrombus containing microabscesses.
img_529,402,60.24,654.0,Common shapes of aneurysms of various types.
img_530,403,52.68,42.0,Sites of major forms of aneurysms.
img_531,404,49.68,396.0,"A, Dissecting aneurysm, (Type 1) beginning in the aortic arch and extending distally into the descending thoracic aorta as well as proximally into the ascending aorta. An intimal tear is seen in the arch. B, The cross section shows dissection typically separating the intima and inner two-thirds of the media on luminal side, from the outer one-third of the media and the adventitia. C, The ascending aorta is seen with the heart. There is an intimal tear in the aortic wall (black arrow) extending proximally upto aortic valve dissecting the media which contains clotted blood (white arrow)"
img_533,405,51.72,42.0,"Two classification schemes of thoracic aortic dissection: Stanford and DeBakey. Stanford type A involving ascending aorta only includes DeBakey’s type I (involving ascending aorta and extending into descending aorta as well) and II (limited to ascending aorta only), while Stanford type B is limited to descending aorta corresponds to DeBakey type III."
img_536,408,48.24,512.4,"Cavernous haemangioma of the liver. The vascular spaces are large, dilated, many containing blood, and are lined by flattened endothelial cells. Scanty connective tissue stroma is seen between the cavernous spaces."
img_537,408,48.84,42.0,Capillary haemangioma of the skin. There are capillaries lined by plump endothelial cells and containing blood. The intervening stroma consists of scant connective tissue.
img_538,409,48.0,524.72,Cavernous lymphangioma of the tongue. Large cystic spaces lined by the flattened endothelial cells and containing lymph are present. Stroma shows scattered collection of lymphocytes.
img_539,410,48.0,42.42,Glomus tumour. There are blood-filled vascular channels lined by endothelial cells and surrounded by nests and masses of glomus cells.
img_540,410,48.03,500.11,"Haemangioendothelioma nose. A, The vascular channels are lined by multiple layers of plump endothelial cells having minimal mitotic activity obliterating the lumina. B, Reticulin stain shows condensation of reticulin around the vessel wall but not between the proliferating cells."
img_541,410,311.76,500.11,"Haemangiopericytoma liver. Spindled cells surround the vascular lumina in a whorled fashion, highlighted by reticulin stain. These tumour cells have bland nuclei and few mitoses."
img_542,411,48.0,42.42,"Angiosarcoma spleen. A, Gross appearance of lobulated masses of grey white necrotic and haemorrhagic parenchyma. B, The tumour cells show proliferation of moderately pleomorphic anaplastic cells. C, These tumour cells show positive staining for endothelial marker, CD34."
img_545,412,48.0,42.92,Kaposi’s sarcoma in late nodular stage. There are slit-like blood-filled vascular spaces with extravasated RBCs. Between them are present bands of plump spindle-shaped tumour cells.
img_547,413,48.0,490.8,The normal structure of the heart.
img_549,414,53.64,495.82,Distribution of blood supply to the heart.
img_554,418,48.0,520.8,"A, Concentric cardiac hypertrophy. Weight of the heart is increased. The chambers opened up at the apex show concentric thickening of left ventricular wall (white arrow) with obliterated lumen (hypertrophy without dilatation). B, Eccentric cardiac hypertrophy. The heart is heavier. The free left ventricular wall is thickened (black arrow) while the lumen is dilated (white arrow) (hypertrophy with dilatation)."
img_555,419,47.76,42.0,Cardiac hypertrophy. Individual myocardial fibres are thick with prominent vesicular nuclei.
img_562,423,311.52,42.0,Left anterior descending (LAD) coronary artery showing critical narrowing with eccentric luminal obliteration due to complicated atheromatous plaque.
img_563,425,60.0,42.0,Spectrum of coronary ischaemic manifestations.
img_565,427,55.68,42.0,"Common locations and the regions of involvement in myocardial infarction. The figure shows region of myocardium affected by stenosis of three respective coronary trunks in descending order shown as: 1) left anterior descending coronary, 2) right coronary and 3) left circumflex coronary artery. A, As viewed from anterior surface. B, As viewed on transverse section at the apex of the heart."
img_566,428,48.0,540.82,"Myocardial infarction, healed. Opened up left heart shows grey white thinning of myocardium at the apex (arrow) due to healed fibrous scarring."
img_568,429,312.0,42.0,Old myocardial infarct. The infarcted area shows ingrowth of inflammatory granulation tissue.
img_569,430,55.68,595.97,Some common ECG changes in acute myocardial infarction.
img_570,431,68.76,42.0,Time course of serum cardiac markers for the diagnosis of acute MI.
img_572,432,47.27,42.24,"Chronic ischaemic heart disease. There is patchy myocardial fibrosis, especially around small blood vessels in the interstitium. The intervening single cells and groups of myocardial cells show myocytolysis."
img_578,434,97.2,550.8,"Pathogenesis of cor pulmonale (RVH= right ventricular hypertrophy, RHF= right heart failure)."
img_581,436,312.0,42.38,"An Aschoff body (granulomatous stage) in the myo- cardium. Inbox shows Anitschkow cell in longitudinal section (LS) with caterpillar-like serrated nuclear chromatin, while cross section (CS) shows owl-eye appearance of central chromatin mass and perinuclear halo."
img_584,438,54.24,42.38,"Rheumatic heart disease. A, Microscopic structure of the rheumatic valvulitis and a vegetation on the cusp of mitral valve in sagittal section. B, Section of the myocardium shows a healed Aschoff nodule in the interstitium having collagen, sparse cellularity, a multinucleate giant cell and Anitschkow cells. Inbox shows an Anitschkow cell in cross section (CS) and in longitudinal section (LS)."
img_590,443,54.12,502.4,"Infective endocarditis. A, Microscopic structure of a vegetation of BE on the surface of mitral valve in sagittal section. B, Section of the mitral valve shows fibrin cap on luminal surface, layer of bacteria, and deeper zone of inflammatory cells, with prominence of neutrophils."
img_592,444,52.78,453.48,Complications and sequelae of infective endocarditis.
img_597,449,47.88,42.0,Lymphocytic myocarditis showing focal inflammatory destruc tion of myocardial fibres and lymphocytic infiltrate in the interstitial tissue.
img_598,451,49.68,42.31,The major pathophysiologic forms of idiopathic cardiomyopathies.
img_600,454,312.0,42.0,"Fibrinopurulent pericarditis. The pericardium is covered with pink serofibrinous exudates. The space between the layers of the pericardium contains numerous inflammatory cells, chiefly PMNs."
img_607,458,71.16,436.08,"The structure of an acinus which is part of the lung distal to terminal bronchiole. It shows respiratory bronchiole, alveolar ducts and alveolar sacs."
img_608,459,51.12,42.0,"Histologic structure of alveolar wall (alveolar septa). It shows capillary endothelium, capillary basement membrane and scanty interstitial tissue and the alveolar lining cells (type I or membranous pneumocytes and type II or granular pneumocytes)."
img_614,461,48.12,535.8,"Histological appearance of hyaline membrane disease. There are alternate areas of collapsed and dilated alveolar spaces, many of which are lined by eosinophilic hyaline membranes."
img_622,464,57.18,42.24,Histologic changes in the pulmonary arterial branches of diff erent sizes in pulmonary hypertension.
img_623,466,53.22,42.24,"The four stages of lobar pneumonia, showing correlation of gross appearance of the lung with microscopic features in each stage. For details consult the text."
img_624,467,48.0,42.24,"Lobar pneumonia, acute congestion stage. There is congestion of septal walls while the air spaces contain pale oedema fl uid and a few red cells."
img_625,467,312.0,55.8,"Lobar pneumonia, red hepatisation stage. The alveoli are fi lled with cellular exudates composed of neutrophils admixed with some red cells."
img_626,467,48.0,503.16,"Lobar pneumonia, grey hepatisation stage. A, The sectioned surface of the lung shows grey-brown, fi rm area of consolidation (liver- like) aff ecting a lobe (arrow). B, The cellular exudate in the alveolar lumina is lying separated from the septal walls by a clear space. The infi ltrate in the lumina is composed of neutrophils and macrophages."
img_628,469,51.48,525.66,Microscopic appearance of bronchopneumonia. The bronchioles as well as the adjacent alveoli are fi lled with exudate consisting chiefl y of neutrophils. The alveolar septa are thickened due to congested capillaries and neutrophilic infi ltrate.
img_629,470,311.7,471.84,"Microscopic appearance of interstitial pneumonitis (viral pneumonia). There is necrotising bronchiolitis, reactive hyperplasia of alveolar epithelial cells, some having nuclear inclusions, and there is interstitial infl ammation."
img_630,471,312.06,42.0,Pneumocystis pneumonia. Smears from the sputum show frothy vacuolated exudate containing the organisms. Inbox shows Grocott's silver methenamine stain positivity for the organisms.
img_632,472,311.82,42.0,"Aspergillosis lung. A, Acute angled septate hyphae lying in necrotic debris and acute infl ammatory exudates in lung abscess. B, Organisms, Apergillus fl avus, are best identifi ed with a special stain for fungi, Gomory’s methenamine silver (GMS)."
img_635,473,56.16,525.72,"Common locations of lung abscess. A, Primary lung abscess—mostly single, large, commonly due to aspiration, located most frequently in the lower part of right upper lobe or apex of right lower lobe. B, Secondary lung abscesses—mostly multiple, small, most commonly post-pneumonic or following septic embolism."
img_639,474,47.78,42.1,"Lung abscess. A, The pleura is thickened. Cut surface of the lung shows multiple cavities 1-4 cm in diameter, having irregular and ragged inner walls (arrow). The lumina contain necrotic debris. The surrounding lung parenchyma is consolidated. B, The photomicrograph shows abscess formed by necrosed alveoli and dense acute and chronic infl ammatory cells."
img_641,476,320.22,450.39,Pathogenesis of alveolar wall destruction in emphysema by protease-antiprotease mechanism.
img_643,478,51.64,43.92,The anatomic regions of involvement in an acinus in major forms of emphysema.
img_644,479,48.0,42.0,Panacinar (Panlobular) emphysema showing involvement of the entire lobules and whole of acinus.
img_646,481,329.82,41.88,Types of bronchial dilatations in bronchiectasis.
img_649,482,53.16,42.0,Bronchiectasis of the lung. Sectioned surface shows honey-combed appearance of the lung in the lower lobe where many thick- walled dilated cavities with cartilaginous wall are seen (arrow).
img_650,482,53.61,527.82,Microscopic appearance of a dilated distal bronchiole in bronchiectasis. The bronchial wall is thickened and infi ltrated by acute and chronic infl ammatory cells. The mucosa is sloughed off at places with exudate of muco-pus in the lumen (arrow).
img_654,486,50.28,43.86,"Pathogenesis of three common forms of pneumoconiosis. A, Coal-workers’ pneumoconiosis. The macrophages phagocytose large amount of coal dust particles which are then passed into the interstitial tissue of the lung and aggregate around respiratory bronchiole and cause focal dust emphysema. B, Silicosis. The tiny silica particles are toxic to macrophages. The dead macrophages release fi brogenic factor and eventually result in silicotic nodule. C, Asbestosis. Asbestos fi bres initiate lot of interstitial fi brosis and also form asbestos bodies."
img_656,487,48.0,42.12,Histologic appearance of the lung in coal-workers’ pneumoconiosis. Coal macules composed of aggregates of dust- laden macrophages and collagens are seen surrounding respiratory bronchioles. The alveoli and respiratory bronchioles surrounding the coal macule are distended.
img_657,487,316.62,529.56,"Gross appearance of the lung in silicosis, diagram matic appearance."
img_658,488,49.02,42.24,Microscopic picture of the lung in silicosis. The silicotic nodule consists of hyaline centre surrounded by concentric layers of collagen which are further enclosed by fi broblasts and dust-laden macrophages. Polarising microscopy in photomicrograph on right shows bright fi bres of silica.
img_659,489,62.34,561.72,"Gross appearance of the lung in asbestosis, diagram matic appearance."
img_660,489,337.26,42.24,Microscopic appearance of asbestos body. An asbestos body is an asbestos fi bre coated with glycoprotein and haemosiderin giving it beaded or dumbbell-shaped appearance with bulbous ends.
img_667,495,316.98,547.08,The two main gross patterns of bronchogenic carcinoma.
img_668,497,88.67,41.93,"Squamous cell carcinoma lung, hilar type. Sectioned surface shows grey-white fl eshy tumour in the bronchus at its bifurcation and occluding the lumen partly (arrow). The tumour is seen extending directly into adjacent lung parenchyma and hilar nodes."
img_669,497,48.0,527.76,Squamous cell carcinoma of the lung. Islands of invading malignant squamous cells are seen. A few well-developed cell nests with keratinisation are evident.
img_670,498,48.0,42.96,"Oat cell carcinoma of the lung. The tumour cells are arranged in sheets, cords or aggregates and at places form pseudorosettes. The individual tumour cells are small, uniform, lymphocyte-like with scanty cytoplasm. Inbox shows cytoplasmic granules positive for chromogranin immunostain."
img_671,498,48.12,519.72,"Adenocarcinoma lung. A, Photomicrograph shows lepidic growth pattern of tumour cells along the alveoli. B, It shows alveolar walls lined by cuboidal to tall columnar mucin-secreting tumour cells having papillary growth pattern."
img_676,500,346.91,41.93,"Metastatic deposits in the lung. Large parts of the lung parenchyma are replaced by multiple, variable-sized, circumscribed nodular masses which are grey-white in colour. Some of these show areas of haemorrhage and necrosis."
img_677,500,48.0,42.0,Central carcinoid of the lung. The tumour shows a characteristic nested of cells separated by fi brovascular septa. These nests are composed of uniform cuboidal cells having granular cytoplasm.
img_679,502,331.98,42.24,"Malignant (diff use) mesothelioma, gross appearance. The tumour is seen to form a thick, white, fl eshy coat over the parietal and visceral surfaces."
img_686,503,47.4,42.12,"Malignant mesothelioma, showing biphasic pattern of growth."
img_688,505,312.0,42.0,Chalazion of the eyelid. There is presence of a lipogranuloma having central pool of fat and surrounded by mixed inflammatory cells and foreign body type multinucleated giant cells.
img_690,507,52.44,42.0,Ocular lesions in hypertension.
img_691,508,311.52,476.86,"Sebaceous carcinoma. The tumour cells are arranged as lobules with peripheral basaloid cells and pale cells in the centre. The cells have sebaceous differentiation appreciated by foamy, vacuolated cytoplasm."
img_692,509,52.08,42.0,Choroidal melanoma appearing as a pigmented mass pushing the retina forward over it.
img_693,509,312.0,42.0,Uveal melanoma. The tumour cells are epithelioid in appearance having prominent nucleoli and contain black finely granular melanin pigment in the cytoplasm.
img_694,509,322.2,536.44,"Retinoblastoma, showing white mass growing extensively within the posterior part of the eye."
img_696,510,48.57,42.0,Retinoblastoma. The tumour arising from the retina (arrow) shows undifferentiated retinal cells and the typical rosettes.
img_698,512,48.12,42.24,Cholesteatoma middle ear. There is chronic inflammatory granulation tissue and foreign body giant cells around the cholesterol clefts and some pink keratinous material.
img_699,513,312.0,42.0,Allergic polyp nose. The overlying mucosa is covered partly by respiratory and partly by squamous metaplastic epithelium. The underlying stroma is oedematous and contains inflammatory cells with prominence of eosinophils.
img_700,513,48.0,527.42,Rhinosporidiosis in a nasal polyp. The spores are present in sporangia as well as are intermingled in the inflammatory cell infiltrate.
img_702,514,312.33,42.0,Inverted nasal papilloma. There is inverted pattern of growth of differentiated squamous cells with normal base to surface orientation.
img_703,515,312.0,486.69,"Angiofibroma nose. There is admixture of thin-walled blood vessels and spindled stroma. The blood vessels are variable-sized, some having incomplete muscle coat and there is absence of elastic tissue. The stroma has stellate fibroblasts and mast cells."
img_704,516,75.72,42.0,"Nasopharyngeal carcinoma, non-keratinising. The tumour is composed of undifferentiated anaplastic cells arranged in nests."
img_707,517,75.72,42.0,Squamous cell papilloma. There is papillomatosis; papillae are covered with well oriented and orderly layers of squamous cells.
img_708,517,315.72,42.0,Laryngeal nodule. The intact surface epithelium. The subepithelium has fibromyxoid appearance and contains proliferating blood vessels some of which are hyalinised.
img_709,518,336.72,42.0,Lymphoepithelial (branchial) cyst. The cyst is lined by stratified squamous epithelium and its wall contains lymphoid aggregates or follicles with germinal centres.
img_713,522,73.05,42.0,Fibrous epulis in the gingiva.
img_714,522,312.0,42.0,Mucous retention cyst (mucocele). There is inflamma tory reaction around extravasated mucus.
img_715,524,48.12,42.0,"Leukoplakia oral mucosa. A, Hyperkeratosis type. There is keratosis and orderly arrangement of increased number of layers of stratified mucosa. B, Dysplastic type. The number of layers is increased and the individual cells in layers show features of cytologic atypia and mitosis but there is no invasion across the basement membrane."
img_716,524,48.0,545.51,Frequency of occurrence of squamous cell carcinomas in the oral cavity.
img_718,525,53.68,42.0,"Squamous cell (Epidermoid) carcinoma of oral cavity, patterns of gross appearance."
img_719,525,48.61,507.65,"Oral mucosa showing epithelial dysplasia progressing to invasive squamous cell carcinoma. There is keratosis, irregular stratification, cellular pleomorphism, increased and abnormal mitotic figures and individual cell keratinisation, while a few areas show superficial invasive islands of malignant cells in the subepithelial soft tissues."
img_721,528,322.08,531.6,Dentigerous (Follicular) cyst. The cyst is composed of thin fibrous tissue wall and is lined by stratified squamous epithelium. A partly formed unerupted tooth is also seen in the wall. Inflammatory changes are conspicuously absent.
img_723,529,48.0,493.54,"Ameloblastoma, follicular and plexiform patterns. Epithelial follicles are composed of central area of stellate cells and peripheral layer of cuboidal or columnar cells. Plexiform areas show irregular plexiform masses and network of strands of epithelial cells. A few areas show central cystic change."
img_724,531,329.88,495.49,Lesions in mumps.
img_727,533,48.0,511.2,"Pleomorphic adenoma. The epithelial element is comprised of ducts, acini, tubules, sheets and strands of cuboidal and myoepithelial cells. These are seen randomly admixed with mesenchymal elements composed of pseudocartilage which is the matrix of myxoid, chondroid and mucoid material."
img_728,534,48.34,42.38,"Warthin’s tumour, showing eosinophilic epithelium forming glandular and papillary, cystic pattern with intervening stroma of lymphoid tissue."
img_729,535,47.52,42.46,"Mucoepidermoid carcinoma. The tumour shows combi- nation of mucinous, squamous and intermediate cells and having infiltrative border."
img_730,535,312.0,42.38,Adenoid cystic carcinoma. It shows nests of tumour cells having fenestrations containing basophilic material.
img_734,538,55.8,561.6,Patterns of hiatus hernia.
img_735,538,334.38,41.88,Oesophageal webs and rings.
img_736,539,311.7,473.88,Barrett’s oesophagus. The central part of the image shows squamous mucosa bounded on either side by metaplastic columnar mucosa showing anaplastic change and micropapillary pattern of adenocarcinoma. Inbox shows goblet cells in the metaplastic columnar epithelium strained positive for alcian blue.
img_738,541,54.66,42.0,"Squamous cell carcinoma oesophagus. A, Gross appearance. The tubular structure has thick muscle in its wall and has longitudinal mucosal folds. There is a concentric circumferential thickening in the middle (arrow) causing narrowing of the lumen (arrow). The mucosal surface is ulcerated. B, Photomicrograph shows whorls of anaplastic squamous cells invading the underlying soft tissues."
img_739,542,53.64,482.76,"Anatomical subdivisions of the stomach correlated with histological appearance of gastric mucosa in diff erent regions. D1, D2, D3 and D4 are the fi rst to fourth parts of the duodenum."
img_747,545,324.54,41.52,"Pyloric stenosis, infantile type. Longitudinal and transverse section of the stomach showing hypertrophy of the circular layer of the muscularis in the pyloric sphincter."
img_748,547,47.22,511.56,"Histologic appearance of H. pylori chronic gastritis. A, Diagrammatic representation. B, H&E stained section. C, Demonstration of H. pylori in Giemsa stain."
img_749,548,51.12,41.04,Consequences of long-term H. pylori gastritis.
img_750,548,49.98,540.12,"A, Chronic atrophic gastritis (right) contrasted with normal pyloric mucosa (left). There is marked gastric atrophy with disappearance of gastric glands and appearance of goblet cells (intestinal metaplasia). B, Photomicrograph showing chronic atrophic gastritis with intestinal metaplasia."
img_754,551,312.23,42.41,"Benign chronic peptic ulcer. Partial gastrectomy specimen showing a punched out round to oval ulcer on the mucosa, about 1 cm in diameter (arrow) and penetrating into muscularis layer."
img_755,551,51.0,552.48,Distribution of peptic ulcers.
img_756,552,69.3,497.28,"Chronic peptic ulcer. Histologic zones of the ulcer are illustrated in the diagram. The photomicrograph on right shows necrotic debris, ulceration and infl ammation on the mucosal surface."
img_761,554,337.02,523.68,Distribution of gastric carcinoma in the anatomical subdivisions of the stomach. The serial numbers in the fi gure indicate the order of frequency of occurrence of gastric cancer.
img_762,555,54.54,41.88,"Classifi cations of gastric carcinomas. A, Conventional classifi cation, showing correlation of the macroscopic subtypes with the main histological patterns. B, Classifi cation based on the depth of invasion by the tumour."
img_764,556,53.4,42.84,"Gastric carcinoma, gross appearance of subtypes and their corresponding dominant histological patterns."
img_765,557,53.4,42.84,"contd... Gastric carcinoma, gross appearance of subtypes and their corresponding dominant histological patterns."
img_766,558,48.36,42.24,"A, Ulcerative carcinoma stomach. The luminal surface of the stomach in the region of pyloric canal shows an elevated irregular growth with ulcerated surface and raised margins. B, Malignant cells forming irregular glands with stratifi cation are seen invading the layers of the stomach wall. C, Linitis plastica. The wall of the stomach in the region of pyloric canal is markedly thickened and fi brotic while the mucosal folds are lost. D, Microscopy shows characteristic signet ring tumour cells having abundant mucinous cytoplasm positive for mucicarmine (inbox). The stroma is desmoplastic."
img_771,561,48.84,42.0,"Meckel’s diverticulum. A, Common location and gross appearance. B, Resected segment of the small intestine shows an outpouching which on section is seen communicating with the intestinal lumen. The lumen contains necrotic debris."
img_775,562,336.3,41.52,Ileocaecal intussusception.
img_777,563,106.67,495.17,"Haemorrhagic infarct of the small intestine. The infarcted area is swollen, dark in colour and coated with fi brinous exudate. A sharp line of demarcation separates infarcted area from the normal bowel (arrow)."
img_778,563,310.91,499.42,"Infarct small intestine, microscopic appearance. The mucosa in the infarcted area shows coagulative necrosis and submucosal haemorrhages: muscularis is also partly aff ected. Infl ammatory cell infi ltration is marked at the line of demarcation between the infarcted and normal bowel."
img_783,566,49.09,44.68,"Crohn’s disease of the ileum. The histological features present are: transmural chronic infl ammatory cell infi ltration, deep fi ssures into the bowel wall, submucosal widening due to oedema, some prominent lymphoid follicles and a few non-caseating epithelioid cell granulomas in the bowel wall."
img_787,567,68.07,489.6,"Ulcerative colitis in active phase. The microscopic features seen are superfi cial ulcerations, with mucosal infi ltration by infl ammatory cells and a ‘crypt abscess’."
img_789,569,51.72,551.28,"Intestinal tuberculosis, three patterns."
img_790,570,53.87,42.17,"Intestinal tuberculosis. A, The external surface of small intestine shows stricture and a lymph node in section having caseation necrosis (arrow). B, The lumen shows characteristic transverse ulcers and two strictures (arrow). The wall of intestine in the area of narrowed lumen is thickened. C, Microscopy of intestine shows caseating epithelioid cell granulomas in the intestinal wall."
img_791,571,50.99,33.65,"A, Typhoid ulcers in the small intestine appear characteristically oval with their long axis parallel to the long axis of the bowel. B, Blood picture in typhoid fever showing neutropenia and relative lymphocytosis."
img_797,574,56.94,42.96,Jejunal biopsy diagrammatic appearance in malabsorption syndrome.
img_798,574,315.35,515.93,"A, Partial villus atrophy. There is shortening and blunting of the villi with reduction in their height. There is crypt hyperplasia. B, Subtotal villous atrophy. There is near total fl attening of the villi and crypt hyperplasia."
img_802,576,56.52,42.0,Carcinoid tumour. Gross appearance at common locations in longitudinal section.
img_803,576,47.35,529.02,"Microscopic appearance showing solid masses and trabeculae of uniform, monotonous, small cells with palisading of the peripheral cells."
img_805,577,99.35,41.93,Lymphoma small intestine. The polypoid growth is seen projecting into lumen while the covering mucosa is ulcerated.
img_806,577,331.62,548.88,Acute appendicitis. Gross appearance of longitudinally opened appendix showing impacted faecolith in the lumen and exudate on the serosa.
img_809,578,51.06,41.28,Acute appendicitis. Microscopic appearance showing diagnostic neutrophilic infi ltration into the muscularis. Other changes present are necrosis of mucosa and periappendicitis.
img_813,579,311.89,531.96,"Hirschsprung’s disease, diagrammatic representation of the pathologic changes."
img_814,580,312.23,544.85,Diverticulosis coli. The outpouchings on the mesentery communicate with lumen of colon.
img_815,581,47.99,518.09,External piles. There are thrombosed veins underneath the squamocolumar anorectal mucosa.
img_816,581,311.87,518.33,Fistula-in-ano. The fi stuous tract is lined by non-specifi c infl ammatory granulation tissue.
img_820,583,50.52,41.88,Hamartomatous polyps: Peutz-Jeghers polyp.
img_821,583,52.57,538.56,Juvenile polyp.
img_822,584,47.3,41.7,Adenomas (neoplastic polyps)—three main varieties.
img_823,585,336.47,420.41,Familial polyposis coli. The mucosal surface is straddled with multiple polyoid structures (arrow) of varying sizes many of which are pedunculated.
img_825,587,315.42,529.44,Distribution of the primary colorectal cancer.
img_826,588,60.22,35.85,"Gross appearance of colorectal carcinoma. A, Right-sided growth—fungating polypoid carcinoma showing caulifl ower-like growth projecting into the lumen. B, Left-sided growth—napkin-ring confi guration with spread of growth into the bowel wall."
img_827,589,50.28,42.36,"Colonic adenocarcinoma. A, Moderately diff erentiated. B, Mucin-secreting adenocarcinoma."
