id,page,x,y,caption
img_431,395,179.79,53.75,Fig. 10.26 ANCA-associated small vessel vasculitis. (A) Microscopic polyangiitis (leukocytoclastic vasculitis) with fragmented neutrophils in the thickened vessel wall. (B and C) Granulomatosis with polyangiitis.
img_436,396,320.99,53.93,"Fig. 10.27 Thromboangiitis obliterans (Buerger disease). The lumen is occluded by thrombus containing a sterile abscess (arrow), and the vessel wall is infiltrated with leukocytes."
img_440,401,50.91,537.06,Fig. 10.29 Bacillary angiomatosis. (A) Characteristic cutaneous lesion.
img_441,401,301.83,537.06,"Fig. 10.29 Bacillary angiomatosis. (B) Histologic features are those of acute inflammation and capillary proliferation. Inset, Modified silver (Warthin-Starry) stain demonstrates clusters of tangled bacilli (black). (A, Courtesy of Richard Johnson, MD, Beth Israel Deaconess Medical Center, Boston, Massachusetts. B and inset, courtesy of Scott Granter, MD, Brigham and Women’s Hospital, Boston, Massachusetts.)"
img_442,402,62.91,537.06,Fig. 10.30 Kaposi sarcoma. (A) Characteristic coalescent cutaneous red-purple macules and plaques.
img_443,402,313.83,537.06,"Fig. 10.30 Kaposi sarcoma. (B) Histologic view of the nodular stage, demonstrating sheets of plump, proliferating spindle cells and slitlike vascular spaces."
img_445,403,52.84,462.8,Fig. 10.31 Angiosarcoma. (A) Angiosarcoma of the right ventricle.
img_446,403,219.04,462.8,Fig. 10.31 Angiosarcoma. (B) Moderately differentiated angiosarcoma with dense clumps of atypical cells lining distinct vascular lumina.
img_447,403,385.12,462.8,Fig. 10.31 Angiosarcoma. (C) Immunohistochemical staining of angiosarcoma for the endothelial cell marker CD31.
img_450,404,156.99,536.66,"Fig. 10.32 Restenosis after angioplasty and stenting. (A) Gross view demonstrating residual atherosclerotic plaque (arrows) and a new, glistening intimal proliferative lesion."
img_451,404,316.95,536.66,"Fig. 10.32 Restenosis after angioplasty and stenting. (B) Histologic view shows a thickened neointima overlying the stent wires (black diamond indicated by the arrow), which encroaches on the lumen (asterisk). (B, Reproduced from Schoen FJ, Edwards WD: Pathology of cardiovascular interventions, including endovascular therapies, revascularization, vascular replacement, cardiac assist/replacement, arrhythmia control, and repaired congenital heart disease. In Silver MD, et al., editors: Cardiovascular pathology, ed 3, Philadelphia, 2001, Churchill Livingstone.)"
img_460,412,320.99,511.4,"Fig. 11.3 Ventricular septal defect of the membranous type (arrow). (Cour- tesy of William D. Edwards, MD, Mayo Clinic, Rochester, Minnesota.)"
img_467,414,321.95,512.92,"Fig. 11.5 Coarctation of the aorta with (“infantile” or preductal form) and without a patent ductus arteriosus (PDA) (“adult” or postductal form); arrow indicates direction of blood flow. Ao, Aorta; LA, left atrium; LV, left ventricle; PT, pulmonary trunk; RA, right atrium; RV, right ventricle."
img_468,415,44.99,53.99,"Fig. 11.6 Coarctation of the aorta, postductal type. The coarctation is a segmental narrowing of the aorta (arrow). Such lesions typically manifest later in life than preductal coarctations. The dilated ascending aorta and major branch vessels are to the left of the coarctation. The lower extremities are perfused predominantly by way of dilated, tortuous collateral channels. (Cour- tesy of Sid Murphree, MD, Department of Pathology, University of Texas South- western Medical School, Dallas, Texas.)"
img_472,422,56.99,53.62,"Fig. 11.10 Acute myocardial infarct of the posterolateral left ventricle demonstrated by a lack of triphenyltetrazolium chloride staining in areas of necrosis (arrow); the absence of staining is due to enzyme leakage after cell death. Note the anterior scar (arrowhead), indicative of remote infarction. The myocardial hemorrhage at the right edge of the infarct (asterisk) is due to ventricular rupture, and was the acute cause of death in this patient (specimen is oriented with the posterior wall at the top)."
img_478,423,49.08,533.34,Fig. 11.12 Reperfused myocardial infarction. (A) The transverse heart slice (stained with triphenyl tetrazolium chloride) exhibits a large anterior wall myo- cardial infarction that is hemorrhagic because of bleeding from damaged vessels. The posterior wall is at the top.
img_479,423,299.04,533.46,"Fig. 11.12 Reperfused myocardial infarction. (B) Hemorrhage and contraction bands, visible as prominent hypereosinophilic cross-striations spanning myofibers (arrow), are seen microscopically."
img_489,428,146.98,477.62,"Fig. 11.16 Hypertensive heart disease. (A) Systemic (left-sided) hypertensive heart disease. There is marked concentric thickening of the left ventricular wall causing reduction in lumen size. The left ventricle and left atrium are shown on the right in this four-chamber view of the heart. A pacemaker is present incidentally in the right ventricle (arrow). Note also the left atrial dilation (asterisk) due to stiffening of the left ventricle and impaired diastolic relaxation, leading to atrial volume overload."
img_490,428,312.82,477.62,Fig. 11.16 Hypertensive heart disease. (B) Chronic cor pulmonale. The right ventricle (shown on the left) is markedly dilated and hypertrophied with a thickened free wall and hypertrophied trabeculae. The shape and volume of the left ventricle have been distorted by the enlarged right ventricle.
img_498,431,347.93,428.3,"Fig. 11.18 Myxomatous degeneration of the mitral valve. There is promi- nent hooding with prolapse of the posterior mitral leaflet (arrow) into the left atrium; the atrium also is dilated, reflecting long-standing valvular insuf- ficiency and volume overload. The left ventricle is shown on the right in this four-chamber view."
img_510,435,53.99,53.91,"Fig. 11.20 Major forms of vegetative endocarditis. The acute rheumatic fever phase of rheumatic heart disease (RHD) is marked by the appearance of small, warty, inflammatory vegetations along the lines of valve closure; as the inflammation resolves, substantial scarring can result. Infective endocarditis (IE) is characterized by large, irregular, often destructive masses that can extend from valve leaflets onto adjacent structures (e.g., chordae or myocardium). Non- bacterial thrombotic endocarditis (NBTE) typically manifests with small- to medium-sized, bland, nondestructive vegetations at the line of valve closure. Libman-Sacks endocarditis (LSE) is characterized by small- to medium-sized inflammatory vegetations that can be attached on either side of the valve leaflets; these heal with scarring."
img_511,435,51.99,537.06,"Fig. 11.21 Infective endocarditis. (A) Subacute endocarditis caused by Streptococcus viridans on a previously myxomatous mitral valve. The large, friable vegeta- tions are denoted by arrows."
img_512,435,301.95,537.3,Fig. 11.21 Infective endocarditis. (B) Acute endocarditis caused by Staphylococcus aureus on a congenitally bicuspid aortic valve with extensive cuspal destruction and ring abscess (arrow).
img_516,437,58.1,240.89,"Fig. 11.23 The three major forms of cardiomyopathy. Dilated cardiomyopa- thy leads primarily to systolic dysfunction, whereas restrictive and hypertro- phic cardiomyopathies result in diastolic dysfunction. Note the changes in atrial and/or ventricular dilation and in ventricular wall thickness. Ao, Aorta; LA, left atrium; LV, left ventricle."
img_519,437,192.74,240.89,"Fig. 11.23 The three major forms of cardiomyopathy. Dilated cardiomyopa- thy leads primarily to systolic dysfunction, whereas restrictive and hypertro- phic cardiomyopathies result in diastolic dysfunction. Note the changes in atrial and/or ventricular dilation and in ventricular wall thickness. Ao, Aorta; LA, left atrium; LV, left ventricle."
img_521,439,110.97,53.93,Fig. 11.25 Dilated cardiomyopathy (DCM). (A) Four-chamber dilation and hypertrophy are evident. A small mural thrombus can be seen at the apex of the left ventricle (arrow).
img_522,439,320.25,53.93,"Fig. 11.25 Dilated cardiomyopathy (DCM). (B) The nonspecific histologic picture in typical DCM, with myocyte hypertrophy and interstitial fibrosis. (Collagen is blue in this Masson trichrome–stained preparation.)"
img_523,440,313.92,54.2,"Fig. 11.26 Arrhythmogenic right ventricular cardiomyopathy. (B) The right ventricular myocardium (red) is focally replaced by fibrous connective tissue (blue, arrow) and fat (Masson trichrome stain)."
img_524,440,66.0,53.96,"Fig. 11.26 Arrhythmogenic right ventricular cardiomyopathy. (A) The right ventricle is markedly dilated with focal, almost transmural replacement of the free wall by adipose tissue and fibrosis. The left ventricle has a grossly normal appearance in this heart; it can be involved (albeit to a lesser extent) in some instances."
img_526,441,129.02,53.97,"Fig. 11.27 Hypertrophic cardiomyopathy with asymmetric septal hypertrophy. (A) The septal muscle bulges into the left ventricular outflow tract, giving rise to a “banana-shaped” ventricular lumen, and the left atrium is enlarged. The anterior mitral leaflet has been moved away from the septum to reveal a fibrous endocardial plaque (arrow) (see text)."
img_527,441,296.9,53.97,"Fig. 11.27 Hypertrophic cardiomyopathy with asymmetric septal hypertrophy. (B) Histologic appearance demonstrating disarray, extreme hypertrophy, and characteristic branching of myocytes, as well as interstitial fibrosis."
img_532,444,363.0,54.0,"Fig. 11.29 Acute suppurative (purulent, exudative) pericarditis, caused by extension from a pneumonia."
img_537,445,183.59,53.97,Fig. 11.30 Atrial myxoma. (A) A large pedunculated lesion arises from the region of the fossa ovalis and extends into the mitral valve orifice.
img_538,445,44.99,54.81,"Fig. 11.30 Atrial myxoma. (B) Abun- dant amorphous extracellular matrix contains scattered multinucleate myxoma cells (arrowheads) in various groupings, including abnormal vascular formations (arrow)."
img_539,446,62.97,53.99,"Fig. 11.31 Carcinoid heart disease. (A) Characteristic endocardial fibrotic (light gray) lesion “coating” the right ventricle and tricuspid valve, and extending onto the chordae tendineae."
img_540,446,312.93,65.99,"Fig. 11.31 Carcinoid heart disease. (B) Microscopic appearance of the thickened endocardium, which contains smooth muscle cells and abundant acid mucopolysac- charides (blue-green in this Movat stain, which colors the underlying endocardial elastic tissue black)."
img_544,452,57.0,54.0,Fig. 12.2 Hereditary spherocytosis—peripheral blood smear. Note the anisocytosis and several hyperchromic spherocytes. Howell-Jolly bodies (small nuclear remnants) are also present in the red cells of this asplenic patient.
img_545,453,52.09,53.99,"Fig. 12.3 Sickle cell anemia—peripheral blood smear. (A) Low magnification shows sickle cells, anisocytosis, poikilocytosis, and target cells."
img_546,453,296.05,53.99,Fig. 12.3 Sickle cell anemia—peripheral blood smear. (B) Higher mag- nification shows an irreversibly sickled cell in the center.
img_549,457,309.0,54.0,"Fig. 12.6 Glucose-6-phosphate dehydrogenase deficiency after oxidant drug exposure—peripheral blood smear. (Inset) Red cells with precipitates of denatured globin (Heinz bodies) shown by supravital staining. As the splenic macrophages pluck out these inclusions, “bite cells” similar to the one in this smear are produced."
img_550,459,45.0,54.0,Fig. 12.7 Microangiopathic hemolytic anemia—peripheral blood smear. This specimen from a patient with hemolytic uremic syndrome contains several fragmented red cells.
img_553,462,321.0,54.0,"Fig. 12.10 Iron deficiency anemia—peripheral blood smear. Note the increased central pallor of most of the red cells. Scattered, fully hemoglo- binized cells, from a recent blood transfusion, stand out in contrast."
img_554,463,309.0,54.0,Fig. 12.11 Megaloblastic anemia. A peripheral blood smear shows a hyper- segmented neutrophil with a six-lobed nucleus.
img_558,468,57.0,556.43,Fig. 12.12 Atypical lymphocytes in infectious mononucleosis.
img_574,476,69.99,53.75,Fig. 12.16 Follicular lymphoma—lymph node. (A) Nodular aggregates of lymphoma cells are present throughout.
img_575,476,313.95,53.87,"Fig. 12.16 Follicular lymphoma—lymph node. (B) At high magnification, small lymphoid cells with condensed chromatin and irregular or cleaved nuclear outlines (centrocytes) are mixed with a population of larger cells with nucleoli (centroblasts). (A, Courtesy of Dr. Robert W. McKenna, Department of Pathology, University of Texas Southwestern Medical School, Dallas, Texas.)"
img_577,477,309.0,54.0,Fig. 12.17 Diffuse large B cell lymphoma—lymph node. The tumor cells have large nuclei with open chromatin and prominent nucleoli.
img_582,478,57.0,501.83,"Fig. 12.18 Burkitt lymphoma—lymph node. The tumor cells and their nuclei are fairly uniform, giving a monotonous appearance. Note the high level of mitotic activity (arrowheads) and prominent nucleoli. The “starry sky” pattern produced by interspersed, lightly staining, normal macrophages is better appreciated at a lower magnification."
img_588,481,309.0,54.0,"Fig. 12.20 Hodgkin lymphoma—lymph node. A binucleate Reed-Sternberg cell with large, inclusion-like nucleoli and abundant cytoplasm is surrounded by lymphocytes, macrophages, and an eosinophil."
img_590,482,57.0,54.0,"Fig. 12.22 Hodgkin lymphoma, nodular sclerosis type—lymph node. A low- power view shows well-defined bands of pink, acellular collagen that have subdivided the tumor cells into nodules."
img_591,482,321.0,54.0,"Fig. 12.22 Hodgkin lymphoma, nodular sclerosis type—lymph node. A low- power view shows well-defined bands of pink, acellular collagen that have subdivided the tumor cells into nodules."
img_592,482,57.0,530.33,"Fig. 12.23 Hodgkin lymphoma, mixed-cellularity type—lymph node. A diag- nostic, binucleate Reed-Sternberg cell is surrounded by eosinophils, lympho- cytes, and histiocytes."
img_593,482,321.0,520.83,"Fig. 12.24 Hodgkin lymphoma, nodular lymphocyte-predominant type— lymph node. Numerous mature-looking lymphocytes surround scattered, large, pale-staining lymphocytic and histiocytic variants (“popcorn” cells)."
img_596,487,309.0,54.0,Fig. 12.27 Acute promyelocytic leukemia—bone marrow aspirate. The neo- plastic promyelocytes have abnormally coarse and numerous azurophilic granules. Other characteristic findings include a cell in the center of the field with multiple needlelike Auer rods.
img_597,487,47.99,53.97,Fig. 12.27 Acute promyelocytic leukemia—bone marrow aspirate. The neo- plastic promyelocytes have abnormally coarse and numerous azurophilic granules. Other characteristic findings include a cell in the center of the field with multiple needlelike Auer rods.
img_600,489,45.0,530.33,Fig. 12.28 CML—peripheral blood smear. Granulocytic forms at various stages of differentiation are present.
img_606,491,45.0,54.0,Fig. 12.29 Primary myelofibrosis—peripheral blood smear. Two nucleated erythroid precursors and several teardrop-shaped red cells (dacryocytes) are evident. Immature myeloid cells were present in other fields. An identical histologic picture can be seen in other diseases producing marrow distortion and fibrosis.
img_612,504,65.39,53.99,"Fig. 13.2 The normal alveolus (left) and the injured alveolus in the early phase of acute lung injury and the acute respiratory distress syndrome. Under the influence of proinflammatory cytokines such as interleukins IL-8 and IL-1 and tumor necrosis factor (TNF) (released by macrophages), neutrophils are sequestered in the pulmonary microvasculature and then egress into the alveolar space, where they undergo activation. Activated neutrophils release leukot- rienes, oxidants, proteases, and platelet-activating factor (PAF), which contribute to local tissue damage, accumulation of edema fluid, surfactant inactivation, and hyaline membrane formation. Subsequently, the release of macrophage-derived fibrogenic cytokines such as transforming growth factor-β (TGF-β) and platelet-derived growth factor (PGDF) stimulate fibroblast growth and collagen deposition associated with the healing phase of injury. (Modified from Ware LB: Pathophysiology of acute lung injury and the acute respiratory distress syndrome, Semin Respir Crit Care Med 27:337, 2006.)"
img_633,507,44.99,53.99,Fig. 13.6 Pathogenesis of emphysema. See text for details.
img_634,507,308.99,515.1,"Fig. 13.7 Pulmonary emphysema. There is marked enlargement of the air spaces, with destruction of alveolar septa but without fibrosis. Note the presence of black anthracotic pigment."
img_636,508,321.0,54.0,"Fig. 13.8 Bullous emphysema with large apical and subpleural bullae. (From the Teaching Collection of the Department of Pathology, University of Texas South- western Medical School, Dallas, Texas.)"
img_638,509,309.0,54.0,"Fig. 13.9 Chronic bronchitis. The lumen of the bronchus is above. Note the marked thickening of the mucous gland layer (approximately twice-normal) and squamous metaplasia of lung epithelium. (From the Teaching Collection of the Department of Pathology, University of Texas, Southwestern Medical School, Dallas, Texas.)"
img_641,512,57.0,514.98,"Fig. 13.11 Bronchial biopsy specimen from an asthmatic patient showing sub–basement membrane fibrosis, eosinophilic inflammation, and smooth muscle hyperplasia."
img_644,513,321.0,54.0,Fig. 13.12 Bronchiectasis in a patient with cystic fibrosis who underwent lung resection for transplantation. Cut surface of lung shows markedly dilated bronchi filled with purulent mucus that extend to subpleural regions.
img_647,515,45.0,54.0,"Fig. 13.14 Usual interstitial pneumonia. The fibrosis, which varies in inten- sity, is more pronounced in the subpleural region."
img_648,515,45.0,515.31,Fig. 13.15 Usual interstitial pneumonia. Fibroblastic focus with fibers running parallel to surface and bluish myxoid extracellular matrix. Honey- combing is present to the left.
img_651,517,76.43,53.88,"Fig. 13.17 Advanced silicosis, seen in a transected lung. Scarring has con- tracted the upper lobe into a small dark mass (arrow). Note the dense pleural thickening."
img_652,517,335.96,53.99,"Fig. 13.17 Advanced silicosis, seen in a transected lung. Scarring has con- tracted the upper lobe into a small dark mass (arrow). Note the dense pleural thickening."
img_653,517,308.4,542.37,Fig. 13.18 Coalescent collagenous silicotic nodules.
img_655,518,320.99,53.89,"Fig. 13.19 High-power detail of an asbestos body, revealing the typical beading and knobbed ends (arrow)."
img_657,519,72.0,54.0,Fig. 13.20 Asbestosis. Markedly thickened visceral pleura covers the lateral and diaphragmatic surface of the lung. Note also severe interstitial fibrosis diffusely affecting the lower lobe of the lung.
img_659,520,321.0,54.0,Fig. 13.21 Sarcoid. Characteristic peribronchial noncaseating granulomas with many giant cells are present.
img_661,521,309.02,545.58,"Fig. 13.22 Hypersensitivity pneumonitis, histologic appearance. Loosely formed interstitial granulomas and chronic inflammation are characteristic."
img_664,522,321.0,54.0,Fig. 13.23 Desquamative interstitial pneumonia. There is accumulation of large numbers of macrophages within the alveolar spaces with only slight fibrous thickening of the alveolar walls.
img_665,523,317.99,53.99,Fig. 13.24 Large saddle embolus from the femoral vein lying astride the main left and right pulmonary arteries.
img_666,523,333.0,552.45,"Fig. 13.25 A small, roughly wedge-shaped hemorrhagic pulmonary infarct of recent occurrence."
img_673,526,63.99,515.1,Fig. 13.27 Diffuse alveolar hemorrhage syndrome. (A) Lung biopsy specimen demonstrates large numbers of intraalveolar hemosiderin-laden macrophages on a background of thickened fibrous septa.
img_674,526,313.95,515.1,"Fig. 13.27 Diffuse alveolar hemorrhage syndrome. (B) The tissue has been stained with Prussian blue, an iron stain that highlights the abundant intracellular hemo- siderin. (From the Teaching Collection of the Department of Pathology, Children’s Medical Center, Dallas, Texas.)"
img_703,529,347.97,54.0,Fig. 13.30 Lobar pneumonia with gray hepatization. The lower lobe is uniformly consolidated.
img_709,531,44.99,53.99,"Fig. 13.32 Viral pneumonia. The thickened alveolar walls are infiltrated with lymphocytes and some plasma cells, which are spilling over into alveolar spaces. Note the focal alveolar edema (center) and early fibrosis (upper right)."
img_712,535,344.5,53.87,"Fig. 13.34 Primary pulmonary tuberculosis, Ghon complex. The gray-white parenchymal focus (arrow) is under the pleura in the lower part of the upper lobe. Hilar lymph nodes with caseation are seen (left)."
img_719,537,48.0,54.0,Fig. 13.36 Secondary pulmonary tuberculosis. The upper parts of both lungs are riddled with gray-white areas of caseation and multiple areas of softening and cavitation.
img_720,537,312.0,551.97,Fig. 13.37 Miliary tuberculosis of the spleen. The cut surface shows numer- ous gray-white granulomas.
img_727,541,44.99,53.99,Fig. 13.40 Cytomegalovirus infection of the lung. A distinct nuclear inclu- sion and multiple cytoplasmic inclusions are seen in an enlarged cell.
img_732,542,65.99,53.92,Fig. 13.41 Pneumocystis pneumonia. (A) The alveoli are filled with a characteristic foamy acellular exudate.
img_733,542,315.23,53.92,Fig. 13.41 Pneumocystis pneumonia. (B) Silver stain demonstrates cup-shaped and round cysts within the exudate.
img_743,548,63.95,523.52,Fig. 13.45 Squamous cell carcinoma. (A) Squamous cell carcinoma appearing as a central (hilar) mass that is invading contiguous parenchyma.
img_744,548,313.91,523.64,"Fig. 13.45 Squamous cell carcinoma. (B) Well- differentiated squamous cell carcinoma, showing keratinization and pearls."
img_745,549,45.0,54.0,Fig. 13.46 Small cell carcinoma with small deeply basophilic cells and areas of necrosis (top left). Note basophilic staining of vascular walls due to encrus- tation by DNA from necrotic tumor cells (Azzopardi effect).
img_746,550,123.15,537.99,"Fig. 13.47 Bronchial carcinoid. (A) Carcinoid growing as a spherical, pale mass (arrow) protruding into the lumen of the bronchus."
img_747,550,263.43,537.99,"Fig. 13.47 Bronchial carcinoid. (B) Histologic appearance demonstrating small, rounded, uniform nuclei and moderate cytoplasm."
img_750,552,57.0,465.57,"Fig. 13.48 Malignant mesothelioma. Note the thick, firm, white pleural tumor that ensheathes this bisected lung."
img_752,554,142.41,53.95,Fig. 13.49 Laryngeal squamous cell carcinoma (arrow) arising in a supraglottic location (above the true vocal cord).
img_753,559,44.75,53.87,"Fig. 14.2 Low-power electron micrograph of rat glomerulus. B, Basement membrane; CL, capillary lumen; End, endothelium; Ep, visceral epithelial cells (podocytes) with foot processes; Mes, mesangium; US, urinary space."
img_754,561,74.49,53.87,"Fig. 14.4 Two patterns of deposition of immune complexes as seen by immunofluorescence microscopy. (A) Granular, characteristic of circulating and in situ immune complex deposition."
img_755,561,282.45,53.87,"Fig. 14.4 Two patterns of deposition of immune complexes as seen by immunofluorescence microscopy. (B) Linear, characteristic of classic anti-glomerular basement membrane (anti-GBM) antibody glomerulonephritis. (A, Courtesy of Dr. J. Kowalewska, Department of Pathology, University of Washington, Seattle, Washington.)"
img_760,565,45.0,54.0,"Fig. 14.6 Focal and segmental glomerulosclerosis (periodic acid–Schiff stain), seen as a collection of scarred, obliterated capillaries and accumula- tions of matrix material in part of the affected glomerulus."
img_769,568,63.17,53.97,Fig. 14.9 Poststreptococcal glomerulonephritis. (A) Glomerular hypercellularity is caused by intracapillary leukocytes and proliferation of intrinsic glomerular cells. Note the red blood cell casts in the tubules.
img_770,568,348.17,54.21,"Fig. 14.9 Poststreptococcal glomerulonephritis. (B) Typical electron-dense subepithelial “hump” (arrow) and intramembranous deposits. BM, Basement membrane; CL, capillary lumen; E, endothelial cell; Ep, visceral epithelial cells (podocytes)."
img_772,569,45.0,54.0,"Fig. 14.10 IgA nephropathy. Characteristic immunofluorescence deposition of IgA, principally in mesangial regions, is evident. IgA, Immunoglobulin A."
img_774,570,321.47,505.51,Fig. 14.11 Crescentic glomerulonephritis (silver stain). Arrows indicate areas of necrosis and crescent formation. The segmental distribution in this case is typical of ANCA (anti-neutrophil cytoplasmic antibody)–associated crescentic glomerulonephritis.
img_777,572,345.0,474.95,"Fig. 14.13 Acute pyelonephritis. The cortical surface is studded with focal pale abscesses, more numerous in the upper pole and middle region of the kidney; the lower pole is relatively unaffected. Between the abscesses, there is dark congestion of the renal surface."
img_780,574,321.0,54.0,"Fig. 14.15 Drug-induced interstitial nephritis, with prominent eosinophilic and mononuclear infiltrate."
img_783,576,57.39,514.6,"Fig. 14.17 Acute tubular epithelial cell injury with blebbing at the luminal pole, detachment of tubular cells from their underlying basement mem- branes, and granular casts."
img_786,577,48.0,488.04,"Fig. 14.18 Benign nephrosclerosis. High-power view of two arterioles with hyaline deposition, marked thickening of the walls, and a narrowed lumen."
img_791,578,63.97,53.99,Fig. 14.19 Malignant hypertension. (A) Fibrinoid necrosis of afferent arteriole (periodic acid–Schiff stain).
img_792,578,313.93,54.35,Fig. 14.19 Malignant hypertension. (B) Hyperplastic arteriolosclerosis (onion-skin lesion).
img_795,580,324.0,54.0,Fig. 14.20 Chronic glomerulonephritis. A Masson trichrome preparation shows complete replacement of virtually all glomeruli by blue-staining col- lagen.
img_798,582,143.99,53.9,"Fig. 14.22 Autosomal dominant adult polycystic kidney, viewed from the external surface (A) and bisected"
img_799,582,311.63,53.9,"Fig. 14.22 Autosomal dominant adult polycystic kidney, viewed from the external surface (B). The kidney is markedly enlarged (centimeter rule is shown for scale), with numerous dilated cysts."
img_807,585,89.76,54.0,"Fig. 14.23 Hydronephrosis of the kidney, with marked dilation of the pelvis and calyces and thinning of renal parenchyma."
img_809,587,90.0,54.0,"Fig. 14.24 Renal cell carcinoma: Representative cross-section showing yel- lowish, spherical neoplasm in one pole of the kidney. Note the tumor in the dilated, thrombosed renal vein."
img_810,587,45.1,556.32,Fig. 14.25 The clear cell pattern of renal cell carcinoma.
img_812,590,311.96,552.19,Fig. 15.1 Aphthous ulcer. Single ulceration with an erythematous halo sur- rounding a yellowish fibrinopurulent membrane.
img_826,595,321.02,53.99,Fig. 15.6 Pleomorphic adenoma. (B) High-power view showing epithelial cells as well as myoepi- thelial cells within chondroid matrix material.
img_827,595,445.82,53.87,"Fig. 15.6 Pleomorphic adenoma. (A) Low-power view showing a well- demarcated tumor with adjacent, deeply staining, normal salivary gland parenchyma."
img_843,600,44.99,477.66,Fig. 15.9 Esophagitis. (A) Reflux esophagitis with scattered intraepithelial eosinophils.
img_844,600,215.99,477.66,Fig. 15.9 Esophagitis. (B) Eosinophilic esophagitis with numerous intraepithelial eosinophils.
img_845,600,386.87,477.66,"Fig. 15.9 Esophagitis. (C) Endoscopy reveals circumferential rings in the proximal esophagus of this patient with eosinophilic esophagitis. (Endoscopic image courtesy of Dr. Ira Hanan, The University of Chicago, Chicago, Illinois.)"
img_847,601,399.65,440.89,"Fig. 15.10 Barrett esophagus. (C) Histologic appearance of the gastroesophageal junction in Barrett esophagus. Note the transition between esophageal squamous mucosa (lower right) and metaplastic mucosa containing goblet cells (upper). (Endoscopic image courtesy of Dr. Ira Hanan, The University of Chicago, Chicago, Illinois.)"
img_848,601,235.49,440.65,"Fig. 15.10 Barrett esophagus. (B) Gross image of Barrett esophagus (compare to Fig. 15.7C). Only a few areas of pale squamous mucosa remain within the predominantly metaplastic, reddish mucosa of the distal esophagus."
img_849,601,71.45,440.54,Fig. 15.10 Barrett esophagus. (A) Narrow band imaging of Barrett esophagus during endoscopy. Note the tan islands of ectopic metaplasia within bluish squamous mucosa.
img_851,602,436.19,53.88,"Fig. 15.11 Esophageal adenocarcinoma. (A) Adenocarcinoma usually occurs distally and, as in this case, often involves the gastric cardia."
img_852,602,308.99,54.0,Fig. 15.11 Esophageal adenocarcinoma. (B) Esophageal adenocarcinoma growing as back-to-back glands.
img_854,603,187.79,419.22,Fig. 15.12 Esophageal squamous cell carcinoma. (B) Squamous cell carcinoma composed of nests of malig- nant cells that partially recapitulate the stratified organization of squamous epithelium.
img_855,603,56.99,419.22,"Fig. 15.12 Esophageal squamous cell carcinoma. (A) Squamous cell carci- noma most frequently is found in the mid-esophagus, where it commonly causes strictures."
img_868,608,72.21,520.86,Fig. 15.15 Peptic ulcer disease. (A) Endoscopic view of typical antral ulcer associated with NSAID use.
img_869,608,225.93,520.86,"Fig. 15.15 Peptic ulcer disease. (B) Gross view of a similar ulcer that was resected due to gastric perforation, presenting as free air under the diaphragm. Note the clean edges."
img_870,608,379.41,520.86,"Fig. 15.15 Peptic ulcer disease. (C) The necrotic ulcer base is composed of granulation tissue overlaid by degraded blood. (Endoscopic image courtesy of Dr. Ira Hanan, The University of Chicago, Chicago, Illinois.)"
img_881,614,308.99,498.86,"Fig. 15.19 Hirschsprung disease. (A) Preoperative barium enema study showing constricted rectum (bottom) and dilated sigmoid colon. Ganglion cells were absent in the rectum, but present in the sigmoid colon."
img_882,614,433.91,498.86,Fig. 15.19 Hirschsprung disease. (B) Cor- responding intraoperative appearance of the dilated sigmoid colon.
img_890,619,445.03,53.99,"Fig. 15.22 Celiac disease. (B) Infiltration of the surface epithelium by T lymphocytes, which can be recognized by their densely stained nuclei (labeled T). Compare with elongated, pale-staining epithelial nuclei (labeled E)."
img_891,619,320.83,53.99,"Fig. 15.22 Celiac disease. (A) Advanced cases of celiac disease show com- plete loss of villi, or total villous atrophy. Note the dense plasma cell infil- trates in the lamina propria."
img_897,624,308.99,498.16,"Fig. 15.24 Clostridium difficile colitis. (A) The colon is coated by tan pseu- domembranes composed of neutrophils, dead epithelial cells, and inflamma- tory debris (endoscopic view)."
img_898,624,450.95,498.16,Fig. 15.24 Clostridium difficile colitis. (B) Typical pattern of neutrophils emanating from a crypt is reminiscent of a volcanic eruption.
img_907,630,111.43,53.99,Fig. 15.28 Gross pathology of Crohn disease. (A) Small-intestinal stricture.
img_908,630,238.99,53.99,Fig. 15.28 Gross pathology of Crohn disease. (B) Linear mucosal ulcers and thickened intestinal wall.
img_909,630,365.83,53.99,Fig. 15.28 Gross pathology of Crohn disease. (C) Creeping fat.
img_911,630,44.79,531.03,Fig. 15.29 Microscopic pathology of Crohn disease. (B) Noncaseating granuloma.
img_912,630,169.23,372.15,Fig. 15.29 Microscopic pathology of Crohn disease. (A) Haphazard crypt organization results from repeated injury and regeneration.
img_914,631,57.59,494.92,Fig. 15.30 Pathology of ulcerative colitis. (A) Endoscopic view of severe ulcerative colitis with ulceration and adherent mucopurulent material.
img_915,631,201.47,494.92,"Fig. 15.30 Pathology of ulcerative colitis. (B) Total colectomy with pancolitis showing active disease, with red, granular mucosa in the cecum (left) and smooth, atrophic mucosa distally (right)."
img_916,631,355.67,494.92,Fig. 15.30 Pathology of ulcerative colitis. (C) Sharp demar- cation between active ulcerative colitis (bottom) and normal (top).
